id,raw_id,title,content,url,published_at,category,summary,status,created_at
11,11,"‘조언자’ 넘어 ‘공격 지휘자’ 된 AI… 무기 설계, 바이러스 변이 연구까지","중국과 러시아 등 각국 정부 연계 조직과 범죄자들이 미국의 첨단 인공지능(AI)을 해킹과 여론 조작은 물론 미사일·자폭 드론 개발에까지 활용한 것으로 나타났다. AI가 단순히 정보를 제공하는 ‘조언자’를 넘어 코드를 작성하고 공격을 실행하는 ‘지휘자’로 진화하면서, 첨단 AI를 악용한 안보 위협도 빠르게 커지고 있다는 분석이 나온다. 미국 AI 스타트업 앤스로픽은 10일(현지 시각) 이 같은 내용을 담은 ‘AI 오용 탐지 및 대응’ 보고서를 공개했다. 지난해 12월부터 올해 8월까지 앤스로픽의 최신 AI 모델 ‘클로드’를 악용한 사례를 조사한 결과다. 앤스로픽은 재래식·생물학 무기 개발과 사이버 공격, 불법 감시 등에 클로드를 이용한 계정을 적발해 차단했다고 밝혔다. 가장 직접적인 위협은 무기 개발이었다. 앤스로픽은 중국 3건, 러시아 2건, 예멘 1건 등 재래식 무기 관련 악용 사례 6건을 확인했다. 예멘 북부의 한 무기 개발 조직은 인간 엔지니어 대신 앤스로픽의 코딩 AI ‘클로드 코드’를 투입해 유도 로켓의 비행 제어 소프트웨어를 개발했다. 사거리 2000㎞ 이상 다단식 탄도미사일과 극초음속 활공체의 비행 궤도를 모의 실험하는 작업에도 클로드가 사용됐다. 중국에서는 인민해방군 해군에 제안할 대어뢰 무기용 사격통제 소프트웨어와 200쪽 넘는 기술 제안서를 작성한 사례가 적발됐다. 또 다른 중국 연구자는 전자전과 적 방공망 제압에 사용하는 소프트웨어 모듈 약 16개를 만들고 12차례 개량했다.",https://v.daum.net/v/20260912003641256,2026-09-12,AI,"중국과 러시아 등 각국 정부 연계 조직과 범죄자들이 미국의 첨단 인공지능(AI)을 해킹과 여론 조작은 물론 미사일·자폭 드론 개발에까지 활용한 것으로 나타났다. AI가 단순히 정보를 제공하는 ‘조언자’를 넘어 코드를 작성하고 공격을 실행하는 ‘지휘자’로 진화하면서, 첨단 AI를 악용한 안보 위협도 빠르게 커지고 있다는 분석이 나온다.",summarized,2026-09-12T01:21:34.780520
12,12,[AI세계속으로]잇단 신모델에 불거진 안전성 논란…속도조절론 부상,"글로벌 인공지능(AI) 기업들이 잇따라 범용 AI(AGI) 수준의 성능을 갖춘 신모델을 내놓으면서 AI의 안전성 논란이 불거지고 있다. AI 모델을 악용한 사이버 공격뿐 아니라 AI의 통제 가능성에 대한 의문 역시 제기되면서 발전 속도를 일부 늦춰야 한다는 속도조절론이 고개를 들고 있다. 12일 IT 업계에 따르면 야쿠프 파호츠키 오픈AI 최고과학자는 최근 자사 홈페이지에 게시한 '외계의 지성'(An Alien Mind)이라는 기고문을 통해 AI 기업들의 개발 속도 조절이 필요하다고 촉구했다. 그는 ""기계 지능이 계속해서 급속도로 발전할 경우 초래될 결과에 아무도 대비하지 않고 있다""고 우려했다. 파호츠키는 인간이 AI를 완전히 통제하기는 어렵다고 주장했다. 그는 AI에 대해 ""설계되는 것이라기보다는 재배되는 것""이라며 ""AI의 작동 방식을 인간이 완전히 이해하기는 어렵다""고 말했다. 사고형 AI 모델이 등장하면서 AI가 인간의 설계도에 맞춰 구성되는 것이 아닌, 생물처럼 자라나는 형태가 됐다는 설명이다. AI를 계속해서 발전시켜야만 방어 체계를 구축할 수 있다는 주장에 대해서도 ""(방어체계 구축을) 무모한 행동을 정당화하는 구실로 삼아서는 안 된다""고 반박했다. 앤스로픽은 각국 정부와 글로벌 기업들이 참여하는 사이버 보안 프로젝트인 '프로젝트 글래스윙'을 운영하고 있고, 파호츠키가 소속된 오픈AI도 자사의 최신 모델을 사이버 보안 프로그램 '데이브레이크' 참여사에 제공한다.",https://v.daum.net/v/20260911225128933,2026-09-12,AI,글로벌 인공지능(AI) 기업들이 잇따라 범용 AI(AGI) 수준의 성능을 갖춘 신모델을 내놓으면서 AI의 안전성 논란이 불거지고 있다. AI 모델을 악용한 사이버 공격뿐 아니라 AI의 통제 가능성에 대한 의문 역시 제기되면서 발전 속도를 일부 늦춰야 한다는 속도조절론이 고개를 들고 있다.,summarized,2026-09-12T01:21:34.780586
13,13,"AI 열풍에 '금값' 된 그래픽카드, 반값 매물의 함정","[IT동아 김영우 기자] 세계적인 AI 열풍으로 컴퓨터 부품 가격이 고공행진을 이어가고 있다. 글로벌 빅테크 기업들이 자사 데이터센터를 강화하기 위해 고성능 부품을 '싹쓸이'하고 있기 때문에 일반 소비자용 컴퓨터 부품의 수급도 불안정해졌다. 특히 게이머나 콘텐츠 제작자들의 선호도가 높은 고성능 그래픽카드의 경우, 2~3년 전보다 4~5배 이상 오른 가격에 거래되고 있다. 한때 30만~50만 원 정도에 살 수 있던 제품이 지금은 100만~200만 원 정도에 팔리기도 한다. 그런데 이러한 와중, 지난 주 토요일 필자의 친구가 이상한 정보를 전했다. 일반적으로 200만~300만 원 사이에 거래되던 인기 그래픽카드인 '지포스 RTX 5080'을 100만 원대 초반에 팔고 있는 온라인 쇼핑몰이 있다는 이야기였다. 친구가 공유해준 URL을 확인해보니 실제로 '○○마켓(가칭)'이라는 판매자가 온라인 오픈마켓 11번가를 통해 '에이수스 PRIME 지포스 RTX 5080' 제품을 136만 230원에 판매하고 있었다. 참고로 다른 온라인 오픈마켓(G마켓, 쿠팡, 옥션 등)에서는 290만~300만 원 선에 팔리는 제품이었다. 아무리 과감한 프로모션을 진행한다 하더라도 이건 정상적인 가격이 아니라는 생각이 들어 좀 더 자세히 살펴봤다. 그러자 더 이상한 점이 속속 드러났다. 11번가에서 이 제품을 판매하는 '○○마트'라는 판매자는 지포스 RTX 5080 외에도 다양한 그래픽카드(지포스 RTX 5070, 라데온 RX 9070 XT 등) 20여 종 이상을 다른 온라인 상점 대비 절반 이하의 가격에 팔고 있었다.",https://v.daum.net/v/20260911185100175,2026-09-12,AI,IT동아 김영우 기자 세계적인 AI 열풍으로 컴퓨터 부품 가격이 고공행진을 이어가고 있다. 글로벌 빅테크 기업들이 자사 데이터센터를 강화하기 위해 고성능 부품을 싹쓸이하고 있기 때문에 일반 소비자용 컴퓨터 부품의 수급도 불안정해졌다.,summarized,2026-09-12T01:21:34.780656
14,14,'열 감옥' 족쇄 3D 반도체…냉각 솔루션이 양산 물꼬 트나,"(지디넷코리아=전화평 기자)평면(2D) 집적도 향상이 물리적 벽에 부딪히며 반도체 업계 관심이 '수직 적층(3D IC)'으로 쏠리는 가운데, 기술 도입 최대 장벽이었던 '발열 문제'를 해결할 냉각 솔루션이 속속 가시화하고 있다. 3D 반도체 시장도 본격 개화를 기대할 수 있다. 11일 반도체 업계에 따르면 국내외 팹리스(반도체 설계전문) 기업이 차세대 반도체 아키텍처로 3D IC 도입을 적극 추진 중인 것으로 파악됐다. 최근 삼성전자 파운드리 생태계에 접수되는 고객 문의 중 상당수가 3D IC 구현에 집중되고 있다. 이는 선단 공정으로 갈수록 트랜지스터 축소에 따른 면적 효율 한계가 뚜렷해지면서, 로직 칩 위에 메모리를 올리거나 이종 다이를 수직으로 쌓아 올려 성능과 면적 효율을 동시에 잡으려는 움직임이 본격화된 결과다. 국내 반도체 업계에서도 3D IC 양산 사례가 등장하고 있다. 코아시아세미가 대표 사례다. 회사는 로직 시스템온칩(SoC) 위에 D램을 수직 적층하는 3D IC 패키지 적용 제품 양산에 돌입한 바 있다. 하지만 3D 반도체는 태생적으로 열과의 싸움을 피할 수 없는 구조적 한계를 안고 있다. 칩을 수직으로 겹겹이 쌓을수록 안쪽 깊숙이 갇힌 다이(Die)의 열이 외부로 방출되지 못하는 열 감옥 현상이 발생하기 때문이다. 메모리 소자의 경우 일정 온도 이상 상승하면 전하 누설이 심화돼 데이터를 유지하기 위한 리프레시 주기를 억지로 단축해야 하는데, 이는 시스템 전반의 치명적 성능 저하로 이어진다.",https://v.daum.net/v/20260911184251009,2026-09-12,AI,"(지디넷코리아=전화평 기자)평면(2D) 집적도 향상이 물리적 벽에 부딪히며 반도체 업계 관심이 수직 적층(3D IC)으로 쏠리는 가운데, 기술 도입 최대 장벽이었던 발열 문제를 해결할 냉각 솔루션이 속속 가시화하고 있다. 3D 반도체 시장도 본격 개화를 기대할 수 있다.",summarized,2026-09-12T01:21:34.780731
15,15,파킨슨병 환자 '첫 걸음' 돕는 입는 AI… 한양대 학부생 3인의 도전,"[파이낸셜뉴스] 파킨슨병 환자가 걷던 중 갑자기 발이 굳어 넘어지는 위험을 막아주는 '착용형(웨어러블) 인공지능(AI) 기기'가 대학 학부생들의 손에서 탄생했다. 외부 서버나 통신망 연결 없이 발목에 찬 작은 기기 스스로 걸음걸이를 분석해 위험을 미리 알아채는 기술이다. 한양대학교는 융합전자공학부 3학년 강유리·권대윤·진예림 학생으로 구성된 '한걸음' 팀이 파킨슨병 환자의 안전한 보행을 돕는 저전력 웨어러블 시스템을 개발해 'ICT 어워드 코리아 2026' 대학부 한국정보과학진흥협회 이사장상을 받았다고 11일 밝혔다. 학생들이 주목한 것은 파킨슨병 환자들에게 흔히 나타나는 '보행동결(Freezing of Gait)' 현상이다. 걸음을 걷거나 방향을 틀 때 마치 발이 땅바닥에 달라붙은 것처럼 얼어붙는 증상이다. 이때 몸의 상체는 앞으로 계속 나아가려다 보니 중심을 잃고 앞으로 심하게 넘어져 다치기 쉽다. 낙상에 대한 공포 때문에 많은 환자들이 외출을 피하고 집 안에만 머물며 삶의 질이 떨어지는 악순환을 겪는다. 한걸음 팀은 환자가 일상생활에서 늘 차고 다녀도 불편하지 않은 장치를 만드는 데 집중했다. 기존 연구들은 몸 곳곳에 여러 개의 센서를 붙이거나 복잡한 AI 프로그램을 써서 기기가 무겁고 배터리 소모가 극심했다. 학생들은 단 1개의 움직임 감지 센서(IMU)와 계산이 가벼운 초경량 머신러닝 알고리즘을 조합해 해법을 찾았다. 센서가 모은 걸음걸이 정보는 스마트폰이나 인터넷 클라우드로 보낼 필요 없이, 기기 내부의 초소형 컴퓨터 칩(MCU)에서 실시간으로 분석된다.",https://v.daum.net/v/20260911201009387,2026-09-12,AI,파이낸셜뉴스 파킨슨병 환자가 걷던 중 갑자기 발이 굳어 넘어지는 위험을 막아주는 착용형(웨어러블) 인공지능(AI) 기기가 대학 학부생들의 손에서 탄생했다. 외부 서버나 통신망 연결 없이 발목에 찬 작은 기기 스스로 걸음걸이를 분석해 위험을 미리 알아채는 기술이다.,summarized,2026-09-12T01:21:34.780800
16,16,"[사이언스게시판] 우주항공청, '2026년 캔위성 경연대회 시상식' 개최 外","■ 우주항공청(우주청)은 11일 대전 KAIST 인공위성 연구소에서 '2026년 캔위성 경연대회 시상식'을 개최했다고 밝혔다. 캔위성 경연대회는 우주항공문화 확산을 위해 2012년부터 매년 개최된 행사다. 대회에서는 학생들이 음료수 캔 크기의 교육용 위성을 직접 설계·제작·운용할 수 있는 기회가 제공된다. 올해 제15회를 맞는 캔위성 경연대회에는 슬기부(고등학생) 127팀과 창작부(대학생) 54팀이 참가했으며 1차 서류심사(5월), 2차 발표평가(7월), 경연대회 본선, 최종 발표평가(8월)를 거쳐 슬기부 5팀과 창작부 5팀이 최종 선정됐다. 우주항공청장상이 수여되는 최우수상은 '산불경로 예측 및 최적의 방수 위치 파악 임무'를 수행한 경기과고 'meCANic'팀과 '온보드 인공지능(AI)을 활용한 토지 피복 분류 및 선별적 데이터 통신 임무'를 수행한 경희대 '캔버스'팀이 수상했다. KAIST 총장상이 수여되는 우수상에는 충북과고 'CanWeStar?'팀과 용인한국외대부고 '딸기잼'팀이 선정됐다. 창작부에서는 연세대 'LANDER'팀과 인하대 'ALL-STEP'팀이 우수상을 수상했다. 한국항공우주연구원장상이 수여되는 장려상은 슬기부에서는 한민고 '예스 아이 CAN'팀과 대구과고 '삐융'팀이 선정됐다. 창작부에서는 국립한밭대 'RECON'팀과 'CanSar'팀이 선정됐다. ■ 한국항공우주연구원은 오는 10월 누리호 5차 발사를 앞두고 '미션! KARI 1일 연구원!' 체험형 홍보관을 9월 11일부터 20일까지 스타필드 수원 타워 아트리움에서 운영한다고 11일 밝혔다.",https://v.daum.net/v/20260911175209708,2026-09-12,AI,■ 우주항공청(우주청)은 11일 대전 KAIST 인공위성 연구소에서 2026년 캔위성 경연대회 시상식을 개최했다고 밝혔다. 캔위성 경연대회는 우주항공문화 확산을 위해 2012년부터 매년 개최된 행사다.,summarized,2026-09-12T01:21:34.780864
17,17,캔 크기 위성으로 산불 예측·AI 분석…학생들이 띄운 '작은 우주',"음료수 캔 크기의 작은 위성에 산불 확산 경로를 예측하고 인공지능(AI)으로 지상을 분석하는 기술이 담겼다. 고등학생과 대학생들이 직접 위성을 설계·제작하고 임무 수행까지 겨루는 '2026 캔위성 경연대회'에서 나온 아이디어들이다. 우주항공청은 11일 대전 한국과학기술원(KAIST) 인공위성연구소에서 '2026년 캔위성 경연대회 시상식'을 개최했다고 밝혔다. 올해 대회에는 고등학생이 참가하는 슬기부 127개팀과 대학생 대상 창작부 54개팀 등 모두 181개팀이 참가했다. 지난 5월 서류심사와 7월 발표평가, 8월 본선 및 최종 발표평가를 거쳐 부문별 5개팀씩 총 10개팀이 수상팀으로 선정됐다. 최우수상인 우주항공청장상은 경기과학고 'meCANic'팀과 경희대 '캔버스'팀이 받았다. 경기과학고팀은 캔위성을 이용해 산불의 이동 경로를 예측하고 최적의 방수 위치를 찾는 임무를 구현했다. 경희대팀은 위성에 탑재된 AI가 지상의 토지 피복을 직접 분류하고 필요한 데이터만 선별해 전송하는 '온보드 AI' 임무를 수행했다. 우수상인 KAIST 총장상은 고등부에서 충북과학고 'CanWeStar?'팀과 용인한국외국어대학교부설고 '딸기잼'팀, 대학부에서 연세대 'LANDER'팀과 인하대 'ALL-STEP'팀이 받았다. 장려상인 한국항공우주연구원장상에는 한민고 '예스 아이 CAN'팀, 대구과학고 '삐융'팀과 국립한밭대 'RECON'·'CanSar'팀이 각각 선정됐다. 캔위성은 음료수 캔 크기로 제작하는 교육용 위성이다. 참가 학생들은 직접 임무를 정하고 위성을 설계·제작한 뒤 운용하면서 실제 우주개발의 기본 과정을 경험한다.",https://v.daum.net/v/20260911130157535,2026-09-12,AI,음료수 캔 크기의 작은 위성에 산불 확산 경로를 예측하고 인공지능(AI)으로 지상을 분석하는 기술이 담겼다. 고등학생과 대학생들이 직접 위성을 설계·제작하고 임무 수행까지 겨루는 2026 캔위성 경연대회에서 나온 아이디어들이다.,summarized,2026-09-12T01:21:34.780929
18,18,"농협, ‘농심천심’으로 위기 넘고 ‘AI’로 미래 연다","농협중앙회는 9일부터 11일까지 경기 고양시 중앙교육원에서 농축협 조합장을 대상으로 ‘2026년 농심천심 조합장 경영리더십과정’ 1기 교육을 실시한다고 밝혔다. 이번 교육을 시작으로 오는 10월까지 총 4기에 걸쳐 교육과정을 운영할 예정이다. 이번 과정은 농심천심운동을 중심으로 농업·농촌이 직면한 위기를 함께 극복하고, 빠르게 변화하는 경영환경에 능동적으로 대응할 수 있는 조합장의 리더십과 미래경영 역량을 높이기 위해 마련됐다. 교육은 농업·농촌의 주요 트렌드와 경제전망, 리더십 및 소통 역량 등을 비롯해 생성형 인공지능(AI)을 활용한 조합경영 혁신 등 현장에서 활용할 수 있는 내용으로 구성됐다. 특히 생성형 AI를 활용한 조합경영 혁신 교육을 통해 조합장들이 디지털 기술을 경영에 접목하고 업무 효율성과 경쟁력을 높일 수 있는 방안을 모색한다. 농협은 AI를 비롯한 새로운 기술과 경영환경 변화에 대한 이해를 높여 농축협이 미래 변화에 선제적으로 대응할 수 있도록 지원한다는 계획이다. 농심천심운동의 확산을 위한 리더십 교육도 주요 내용으로 다뤄진다. 농업인의 마음을 이해하고 농업·농촌의 가치를 국민에게 알리는 한편, 농업과 농촌을 둘러싼 다양한 현안을 함께 해결하기 위해 지역 농축협 조합장들이 현장 리더로서 역할을 강화하는 데 초점을 맞췄다. 강호동 농협중앙회장은 “농업·농촌의 위기를 극복하기 위해서는 농업인의 마음을 헤아리고 국민과 함께하는 농심천심운동을 범국민운동으로 확산해 나가는 것이 중요하다”고 말했다.",https://v.daum.net/v/20260911224309785,2026-09-12,AI,농협중앙회는 9일부터 11일까지 경기 고양시 중앙교육원에서 농축협 조합장을 대상으로 ‘2026년 농심천심 조합장 경영리더십과정’ 1기 교육을 실시한다고 밝혔다. 이번 교육을 시작으로 오는 10월까지 총 4기에 걸쳐 교육과정을 운영할 예정이다.,summarized,2026-09-12T01:21:34.780995
19,19,"연합뉴스TV 경제포럼…AI 시대, 한국 성장 전략 찾는다","AI가 산업 현장과 자본시장, 나아가 글로벌 경제질서까지 바꾸고 있는데요. 이런 변화 속에서 연합뉴스TV가 경제포럼을 열고 한국 경제가 새로운 성장동력을 확보하기 위한 해법을 모색했습니다. 이지현 기자가 보도합니다. 인공지능, AI가 일상은 물론 산업 현장까지 바꾸는 대변혁의 시대. 이런 변화 속에 우리 기업이 나아갈 전략을 모색하는 경제포럼이 열렸습니다. ""기술 혁신의 과실을 어떻게 나눌 것인가도 중요한 과제입니다. 이러한 변화 속에서 대한민국 경제가 나아갈 방향과 해법에 관하여 깊이 있는 혜안을 제시해 주시기를 기대합니다."" 포럼은 AI 전환이 산업 생태계 전반으로 확산해야 한다는 문제의식에서 출발했습니다. ""AI 시대는 기술과 생산 역량, 데이터와 에너지, 시장과 인재가 거대한 하나의 공급망으로 연결되는 새로운 경제질서의 시대입니다."" 제조업 비중이 큰 우리나라에는 반도체·자동차·배터리·조선 등 강점 산업에 AI를 접목해 생산성을 끌어올리는 전략이 제시됐습니다. 정부 역할도 강조됐습니다. AI 전환의 성과를 중소기업과 지역 산업, 일자리로 확산하기 위해 중소·중견기업의 AI 도입 지원과 분야별 실증사업을 확대하고, 피지컬 AI의 책임·안전 기준도 마련해야 한다는 조언이 나왔습니다. ""대한민국 전체가 피지컬 AI를 사용하려면, 국민 개개인이 다 사용하려면 정부의 역할이 반드시 필요하다.",https://v.daum.net/v/20260911202115534,2026-09-12,AI,"AI가 산업 현장과 자본시장, 나아가 글로벌 경제질서까지 바꾸고 있는데요. 이런 변화 속에서 연합뉴스TV가 경제포럼을 열고 한국 경제가 새로운 성장동력을 확보하기 위한 해법을 모색했습니다.",summarized,2026-09-12T01:21:34.781063
20,20,"삼성전기, AI용 MLCC 집중한 사이…中, 글로벌 PC 공급망 파고든다","[이데일리 최오현 기자] 중국 적층세라믹커패시터(MLCC) 업체들이 글로벌 PC 공급망 진입에 속도를 내고 있다. 삼성전기와 무라타 등 선두업체가 인공지능(AI) 서버용 고부가 제품에 생산능력을 집중하면서 생긴 범용 MLCC 공급 공백을 파고드는 모습이다. MLCC란 전자회로에 전류가 일정하게 흐르게 하고 부품 간 신호 간섭을 줄여주는 부품이다. 가전, PC, 스마트폰, 차량 등 다양한 제품 안에서 반도체 부품에 필요한 전기를 공급하는 필수 부품으로 흔히 ‘전자산업의 쌀’로도 불린다. 글로벌 PC 업체들이 중국 MLCC 업체 검증에 나선 배경에는 삼성전기와 무라타 등 선도업체들이 IT용 X5R 제품 생산능력을 수익성이 높은 AI용 X6S·X7R 제품으로 옮기고 있어서다. 선도업체들이 소비자용 MLCC 생산을 축소하고 있는 사이 중국 업체들은 점차 입지를 넓히는 모양새다. 글로벌 MLCC 시장 점유율은 일본 무라타와 국내 삼성전기가 1·2위를 차지하고 있다. 특히 AI 서버용 고사양 MLCC는 무라타·삼성전기 양강 구도가 집중돼있다. 트렌드포스에 따르면 최근 AI 수요 증대로 글로벌 상위 3개사의 지난 6월 MLCC 출하량은 최근 5년 내 월간 최고 수준을 기록했다. 선도업체들의 중·고용량 범용 MLCC의 생산 여력이 줄면서 지난 7월 범용 MLCC 재고는 30일 아래로 떨어지기도 했다. 중국 업체들의 세계 시장 점유율은 2024년 기준 한 자릿수에 머물고 있다. 다만 생산능력을 빠르게 늘리며 고용량·고신뢰성 제품으로 영역을 넓히고 있다.",https://v.daum.net/v/20260911194948038,2026-09-12,AI,이데일리 최오현 기자 중국 적층세라믹커패시터(MLCC) 업체들이 글로벌 PC 공급망 진입에 속도를 내고 있다. 삼성전기와 무라타 등 선두업체가 인공지능(AI) 서버용 고부가 제품에 생산능력을 집중하면서 생긴 범용 MLCC 공급 공백을 파고드는 모습이다.,summarized,2026-09-12T01:21:34.781133
